rep,stress,breadth,unit_share,unit_acceptance,total_completion
16,0.1,0.4,0.019084234311131158,0.07858755330412517,0.8719946508054943
16,0.1,0.6,0.035574319366642196,0.14729634380792958,0.8972009748551895
16,0.1,0.8,0.06366589235203042,0.24455351844979764,0.8784335215895878
16,0.1,1.0,0.10578121090720238,0.3725498791167587,0.854330503054755
16,0.3,0.4,0.06972530820920425,0.14866334634477507,0.702861170216041
16,0.3,0.6,0.10769387968504521,0.24429014247337336,0.7606130135790824
16,0.3,0.8,0.1916723165958391,0.4054785774437647,0.7657667714971623
16,0.3,1.0,0.23043415225074454,0.5704966652672517,0.7934922129720012
16,0.5,0.4,0.18626609495226448,0.24646025496173082,0.624964312192805
16,0.5,0.6,0.2304666508073225,0.3766751326240213,0.7127767024087035
16,0.5,0.8,0.37341443266534724,0.5442503745246892,0.7500100978276669
16,0.5,1.0,0.4575139480507431,0.7094458822972346,0.944897851533628
16,0.7,0.4,0.31827268479727816,0.34833416686679347,0.597305151630715
16,0.7,0.6,0.5214725174249539,0.4916491117289268,0.6084738846754412
16,0.7,0.8,0.6234580426830454,0.6558817131441527,0.7592258203202727
16,0.7,1.0,0.601533036550311,0.8100689222712495,0.9282569609139373
16,0.9,0.4,0.5105624310750863,0.4229515353590856,0.494009898930699
16,0.9,0.6,0.5455118309275663,0.5689264774679607,0.6688929683879005
16,0.9,0.8,0.7079428852899837,0.718279834550699,0.7883112935043635
16,0.9,1.0,0.7858551256197167,0.8626426922445105,0.9222876778130884
17,0.1,0.4,0.013190395790004257,0.0779715743603175,0.8644443080057107
17,0.1,0.6,0.030081848392259775,0.1515084239611396,0.9398966481681037
17,0.1,0.8,0.077760723927651,0.24308130485441518,0.8483606613362549
17,0.1,1.0,0.08752391116844734,0.3854697306097161,0.952292258629511
17,0.3,0.4,0.06475495967845527,0.14565734624780938,0.8288945682513429
17,0.3,0.6,0.12701680646137,0.2504518127872238,0.7577627234187175
17,0.3,0.8,0.18777896828123028,0.40236413335891025,0.8271632989377682
17,0.3,1.0,0.2614088721499367,0.5714740378732657,0.8177239915617344
17,0.5,0.4,0.1577683942083814,0.2425206835074232,0.6628635980344724
17,0.5,0.6,0.2930714643423304,0.37515281600346645,0.6901655194926972
17,0.5,0.8,0.2764532966913605,0.5501858919614147,0.799058378865283
17,0.5,1.0,0.4800647235517608,0.7174176660338366,0.913416113488399
17,0.7,0.4,0.3271465448481483,0.33648059165671634,0.539590164162674
17,0.7,0.6,0.42769480719815717,0.48853646993682476,0.6476694288629817
17,0.7,0.8,0.5086590831595076,0.6550703498085401,0.784778261210622
17,0.7,1.0,0.6046914235273467,0.8112357991207876,0.9592529316257852
17,0.9,0.4,0.4891962289587487,0.42436812750682573,0.5264117351212679
17,0.9,0.6,0.6430387762308292,0.5692239193107272,0.5882282002701011
17,0.9,0.8,0.8048384054042111,0.7149165212484553,0.729580083430417
17,0.9,1.0,0.8223058989225838,0.8650333789502391,0.930598574510552
18,0.1,0.4,0.028395029335694898,0.07899554987436752,0.870796433981307
18,0.1,0.6,0.04235710212155869,0.1407215372494569,0.7960630622676687
18,0.1,0.8,0.058043802807883765,0.23811191232611228,0.9385861833258099
18,0.1,1.0,0.11704712466009458,0.3861786041193105,0.9222740792720638
18,0.3,0.4,0.08556442915085716,0.1536789643728133,0.6931084815062024
18,0.3,0.6,0.11098378922684662,0.260782625599799,0.8218103006259119
18,0.3,0.8,0.15212330171962493,0.40189392057583945,0.8871860733853606
18,0.3,1.0,0.2204650522975784,0.5723041920363869,0.9330823952498818
18,0.5,0.4,0.19473860335604457,0.2413082587804267,0.595793372237779
18,0.5,0.6,0.2976755256376382,0.39003971292235334,0.6893025803205195
18,0.5,0.8,0.3048830433043546,0.5405805886212405,0.7997850316026631
18,0.5,1.0,0.3675108890226716,0.7137709825746344,0.9255959690957696
18,0.7,0.4,0.289197766358111,0.3441848542083119,0.5615327022387914
18,0.7,0.6,0.4294147425045112,0.4924778923860326,0.6533393798071198
18,0.7,0.8,0.5513597019443819,0.6544611624226528,0.7704538955709946
18,0.7,1.0,0.6124322271948806,0.8105579517039145,0.876372929718001
